SiteCode,ItemCode,InventoryDate,QuantityOnHand,OnOrderQty,InventoryStatus
Store_006,fruit_juices,2024-01-07,110,550,Available
Store_006,energy_drinks,2024-01-07,230,0,Available
Store_006,sports_drinks,2024-01-07,146,516,Available
Store_006,tea_rtd,2024-01-07,367,0,Available
Store_006,coffee_rtd,2024-01-07,397,0,Available
Store_007,potato_chips,2024-01-07,529,0,Available
Store_007,tortilla_chips,2024-01-07,285,0,Available
Store_007,popcorn,2024-01-07,453,0,Available
Store_007,nuts_trail_mix,2024-01-07,532,0,Available
Store_007,cookies,2024-01-07,202,0,Available
Store_007,chocolates,2024-01-07,343,0,Available
Store_007,carbonated_soft_drinks,2024-01-07,302,0,Available
Store_007,bottled_water,2024-01-07,0,555,Zero
Store_007,fruit_juices,2024-01-07,138,517,Available
Store_007,energy_drinks,2024-01-07,246,0,Available
Store_007,sports_drinks,2024-01-07,148,516,Available
Store_007,tea_rtd,2024-01-07,360,0,Available
Store_007,coffee_rtd,2024-01-07,397,0,Available
Store_008,potato_chips,2024-01-07,29,487,Available
Store_008,tortilla_chips,2024-01-07,303,0,Available
Store_008,popcorn,2024-01-07,467,0,Available
Store_008,nuts_trail_mix,2024-01-07,524,0,Available
Store_008,cookies,2024-01-07,224,0,Available
Store_008,chocolates,2024-01-07,336,0,Available
Store_008,carbonated_soft_drinks,2024-01-07,394,0,Available
Store_008,bottled_water,2024-01-07,445,0,Available
Store_008,fruit_juices,2024-01-07,118,533,Available
Store_008,energy_drinks,2024-01-07,229,0,Available
Store_008,sports_drinks,2024-01-07,190,490,Available
Store_008,tea_rtd,2024-01-07,379,0,Available
Store_008,coffee_rtd,2024-01-07,413,0,Available
Store_009,potato_chips,2024-01-07,72,561,Available
Store_009,tortilla_chips,2024-01-07,273,0,Available
Store_009,popcorn,2024-01-07,456,0,Available
Store_009,nuts_trail_mix,2024-01-07,506,0,Available
Store_009,cookies,2024-01-07,212,0,Available
Store_009,chocolates,2024-01-07,327,0,Available
Store_009,carbonated_soft_drinks,2024-01-07,0,582,Zero
Store_009,bottled_water,2024-01-07,0,557,Zero
Store_009,fruit_juices,2024-01-07,136,520,Available
Store_009,energy_drinks,2024-01-07,253,0,Available
Store_009,sports_drinks,2024-01-07,180,494,Available
Store_009,tea_rtd,2024-01-07,354,0,Available
Store_009,coffee_rtd,2024-01-07,413,0,Available
Store_010,potato_chips,2024-01-07,48,576,Available
Store_010,tortilla_chips,2024-01-07,289,0,Available
Store_010,popcorn,2024-01-07,435,0,Available
Store_010,nuts_trail_mix,2024-01-07,524,0,Available
Store_010,cookies,2024-01-07,245,0,Available
Store_010,chocolates,2024-01-07,325,0,Available
Store_010,carbonated_soft_drinks,2024-01-07,293,0,Available
Store_010,bottled_water,2024-01-07,0,553,Zero
Store_010,fruit_juices,2024-01-07,162,511,Available
Store_010,energy_drinks,2024-01-07,274,0,Available
Store_010,sports_drinks,2024-01-07,189,498,Available
Store_010,tea_rtd,2024-01-07,368,0,Available
Store_010,coffee_rtd,2024-01-07,419,0,Available
DC_01,potato_chips,2024-01-07,99999026,0,Available
DC_01,tortilla_chips,2024-01-07,100000000,0,Available
DC_01,popcorn,2024-01-07,100000000,0,Available
DC_01,nuts_trail_mix,2024-01-07,100000000,0,Available
DC_01,cookies,2024-01-07,100000000,0,Available
DC_01,chocolates,2024-01-07,100000000,0,Available
DC_01,carbonated_soft_drinks,2024-01-07,99997892,0,Available
DC_01,bottled_water,2024-01-07,99998388,0,Available
DC_01,fruit_juices,2024-01-07,100000000,0,Available
DC_01,energy_drinks,2024-01-07,100000000,0,Available
DC_01,sports_drinks,2024-01-07,100000000,0,Available
DC_01,tea_rtd,2024-01-07,100000000,0,Available
DC_01,coffee_rtd,2024-01-07,100000000,0,Available
DC_02,potato_chips,2024-01-07,99999033,0,Available
DC_02,tortilla_chips,2024-01-07,100000000,0,Available
DC_02,popcorn,2024-01-07,100000000,0,Available
DC_02,nuts_trail_mix,2024-01-07,100000000,0,Available
DC_02,cookies,2024-01-07,100000000,0,Available
DC_02,chocolates,2024-01-07,100000000,0,Available
DC_02,carbonated_soft_drinks,2024-01-07,99998021,0,Available
DC_02,bottled_water,2024-01-07,99998396,0,Available
DC_02,fruit_juices,2024-01-07,100000000,0,Available
DC_02,energy_drinks,2024-01-07,100000000,0,Available
DC_02,sports_drinks,2024-01-07,100000000,0,Available
DC_02,tea_rtd,2024-01-07,100000000,0,Available
DC_02,coffee_rtd,2024-01-07,100000000,0,Available
Store_001,potato_chips,2024-01-14,372,0,Available
Store_001,tortilla_chips,2024-01-14,226,0,Available
Store_001,popcorn,2024-01-14,349,0,Available
Store_001,nuts_trail_mix,2024-01-14,126,0,Available
Store_001,cookies,2024-01-14,112,484,Available
Store_001,chocolates,2024-01-14,215,0,Available
Store_001,carbonated_soft_drinks,2024-01-14,786,0,Available
Store_001,bottled_water,2024-01-14,275,702,Available
Store_001,fruit_juices,2024-01-14,492,0,Available
Store_001,energy_drinks,2024-01-14,134,472,Available
Store_001,sports_drinks,2024-01-14,524,0,Available
Store_001,tea_rtd,2024-01-14,285,0,Available
Store_001,coffee_rtd,2024-01-14,308,0,Available
Store_002,potato_chips,2024-01-14,403,0,Available
Store_002,tortilla_chips,2024-01-14,177,444,Available
Store_002,popcorn,2024-01-14,348,0,Available
Store_002,nuts_trail_mix,2024-01-14,128,0,Available
Store_002,cookies,2024-01-14,111,487,Available
Store_002,chocolates,2024-01-14,225,0,Available
Store_002,carbonated_soft_drinks,2024-01-14,389,0,Available
Store_002,bottled_water,2024-01-14,283,0,Available
Store_002,fruit_juices,2024-01-14,481,0,Available
Store_002,energy_drinks,2024-01-14,180,459,Available
Store_002,sports_drinks,2024-01-14,523,0,Available
Store_002,tea_rtd,2024-01-14,273,0,Available
Store_002,coffee_rtd,2024-01-14,297,0,Available
Store_003,potato_chips,2024-01-14,539,0,Available
Store_003,tortilla_chips,2024-01-14,219,0,Available
Store_003,popcorn,2024-01-14,343,0,Available
Store_003,nuts_trail_mix,2024-01-14,155,0,Available
Store_003,cookies,2024-01-14,24,511,Available
Store_003,chocolates,2024-01-14,244,0,Available
Store_003,carbonated_soft_drinks,2024-01-14,235,730,Available
Store_003,bottled_water,2024-01-14,299,0,Available
Store_003,fruit_juices,2024-01-14,496,0,Available
Store_003,energy_drinks,2024-01-14,134,477,Available
Store_003,sports_drinks,2024-01-14,530,0,Available
Store_003,tea_rtd,2024-01-14,274,0,Available
Store_003,coffee_rtd,2024-01-14,304,0,Available
Store_004,potato_chips,2024-01-14,380,0,Available
Store_004,tortilla_chips,2024-01-14,203,0,Available
Store_004,popcorn,2024-01-14,342,0,Available
Store_004,nuts_trail_mix,2024-01-14,142,0,Available
Store_004,cookies,2024-01-14,108,497,Available
Store_004,chocolates,2024-01-14,233,0,Available
Store_004,carbonated_soft_drinks,2024-01-14,789,0,Available
Store_004,bottled_water,2024-01-14,311,0,Available
Store_004,fruit_juices,2024-01-14,483,0,Available
Store_004,energy_drinks,2024-01-14,176,451,Available
Store_004,sports_drinks,2024-01-14,505,0,Available
Store_004,tea_rtd,2024-01-14,243,0,Available
Store_004,coffee_rtd,2024-01-14,306,0,Available
Store_005,potato_chips,2024-01-14,461,0,Available
Store_005,tortilla_chips,2024-01-14,207,0,Available
Store_005,popcorn,2024-01-14,344,0,Available
Store_005,nuts_trail_mix,2024-01-14,142,0,Available
Store_005,cookies,2024-01-14,130,488,Available
Store_005,chocolates,2024-01-14,215,0,Available
Store_005,carbonated_soft_drinks,2024-01-14,187,714,Available
Store_005,bottled_water,2024-01-14,263,709,Available
Store_005,fruit_juices,2024-01-14,502,0,Available
Store_005,energy_drinks,2024-01-14,183,0,Available
Store_005,sports_drinks,2024-01-14,504,0,Available
Store_005,tea_rtd,2024-01-14,282,0,Available
Store_005,coffee_rtd,2024-01-14,295,0,Available
Store_006,potato_chips,2024-01-14,503,0,Available
Store_006,tortilla_chips,2024-01-14,191,0,Available
Store_006,popcorn,2024-01-14,337,0,Available
Store_006,nuts_trail_mix,2024-01-14,144,0,Available
Store_006,cookies,2024-01-14,114,517,Available
Store_006,chocolates,2024-01-14,244,0,Available
Store_006,carbonated_soft_drinks,2024-01-14,294,0,Available
Store_006,bottled_water,2024-01-14,350,0,Available
Store_006,fruit_juices,2024-01-14,489,0,Available
Store_006,energy_drinks,2024-01-14,126,477,Available
Store_006,sports_drinks,2024-01-14,525,0,Available
Store_006,tea_rtd,2024-01-14,267,0,Available
Store_006,coffee_rtd,2024-01-14,289,0,Available
Store_007,potato_chips,2024-01-14,360,0,Available
Store_007,tortilla_chips,2024-01-14,176,0,Available
Store_007,popcorn,2024-01-14,356,0,Available
Store_007,nuts_trail_mix,2024-01-14,134,0,Available
Store_007,cookies,2024-01-14,133,467,Available
Store_007,chocolates,2024-01-14,236,0,Available
Store_007,carbonated_soft_drinks,2024-01-14,115,755,Available
Store_007,bottled_water,2024-01-14,426,0,Available
Store_007,fruit_juices,2024-01-14,505,0,Available
Store_007,energy_drinks,2024-01-14,162,460,Available
Store_007,sports_drinks,2024-01-14,514,0,Available
Store_007,tea_rtd,2024-01-14,273,0,Available
Store_007,coffee_rtd,2024-01-14,314,0,Available
Store_008,potato_chips,2024-01-14,348,0,Available
Store_008,tortilla_chips,2024-01-14,180,0,Available
Store_008,popcorn,2024-01-14,351,0,Available
Store_008,nuts_trail_mix,2024-01-14,133,0,Available
Store_008,cookies,2024-01-14,138,472,Available
Store_008,chocolates,2024-01-14,263,0,Available
Store_008,carbonated_soft_drinks,2024-01-14,230,745,Available
Store_008,bottled_water,2024-01-14,280,0,Available
Store_008,fruit_juices,2024-01-14,481,0,Available
Store_008,energy_drinks,2024-01-14,127,485,Available
Store_008,sports_drinks,2024-01-14,510,0,Available
Store_008,tea_rtd,2024-01-14,278,0,Available
Store_008,coffee_rtd,2024-01-14,307,0,Available
Store_009,potato_chips,2024-01-14,475,0,Available
Store_009,tortilla_chips,2024-01-14,193,0,Available
Store_009,popcorn,2024-01-14,351,0,Available
Store_009,nuts_trail_mix,2024-01-14,122,0,Available
Store_009,cookies,2024-01-14,102,486,Available
Store_009,chocolates,2024-01-14,254,0,Available
Store_009,carbonated_soft_drinks,2024-01-14,433,0,Available
Store_009,bottled_water,2024-01-14,414,0,Available
Store_009,fruit_juices,2024-01-14,518,0,Available
Store_009,energy_drinks,2024-01-14,170,455,Available
Store_009,sports_drinks,2024-01-14,503,0,Available
Store_009,tea_rtd,2024-01-14,244,0,Available
Store_009,coffee_rtd,2024-01-14,315,0,Available
Store_010,potato_chips,2024-01-14,507,0,Available
Store_010,tortilla_chips,2024-01-14,186,0,Available
Store_010,popcorn,2024-01-14,345,0,Available
Store_010,nuts_trail_mix,2024-01-14,136,0,Available
Store_010,cookies,2024-01-14,113,485,Available
Store_010,chocolates,2024-01-14,249,0,Available
Store_010,carbonated_soft_drinks,2024-01-14,159,718,Available
Store_010,bottled_water,2024-01-14,415,0,Available
Store_010,fruit_juices,2024-01-14,510,0,Available
Store_010,energy_drinks,2024-01-14,196,0,Available
Store_010,sports_drinks,2024-01-14,522,0,Available
Store_010,tea_rtd,2024-01-14,274,0,Available
Store_010,coffee_rtd,2024-01-14,304,0,Available
DC_01,potato_chips,2024-01-14,99994165,0,Available
DC_01,tortilla_chips,2024-01-14,99997520,0,Available
DC_01,popcorn,2024-01-14,99998222,0,Available
DC_01,nuts_trail_mix,2024-01-14,100000000,0,Available
DC_01,cookies,2024-01-14,99997205,0,Available
DC_01,chocolates,2024-01-14,99997755,0,Available
DC_01,carbonated_soft_drinks,2024-01-14,99992422,0,Available
DC_01,bottled_water,2024-01-14,99993503,0,Available
DC_01,fruit_juices,2024-01-14,99994552,0,Available
DC_01,energy_drinks,2024-01-14,99997318,0,Available
DC_01,sports_drinks,2024-01-14,99994807,0,Available
DC_01,tea_rtd,2024-01-14,99997855,0,Available
DC_01,coffee_rtd,2024-01-14,99998041,0,Available
DC_02,potato_chips,2024-01-14,99994124,0,Available
DC_02,tortilla_chips,2024-01-14,99997436,0,Available
DC_02,popcorn,2024-01-14,99998205,0,Available
DC_02,nuts_trail_mix,2024-01-14,100000000,0,Available
DC_02,cookies,2024-01-14,99997262,0,Available
DC_02,chocolates,2024-01-14,99997706,0,Available
DC_02,carbonated_soft_drinks,2024-01-14,99992569,0,Available
DC_02,bottled_water,2024-01-14,99993333,0,Available
DC_02,fruit_juices,2024-01-14,99994581,0,Available
DC_02,energy_drinks,2024-01-14,99997323,0,Available
DC_02,sports_drinks,2024-01-14,99994809,0,Available
DC_02,tea_rtd,2024-01-14,99997820,0,Available
DC_02,coffee_rtd,2024-01-14,99998026,0,Available
Store_001,potato_chips,2024-01-21,123,595,Available
Store_001,tortilla_chips,2024-01-21,428,0,Available
Store_001,popcorn,2024-01-21,192,0,Available
Store_001,nuts_trail_mix,2024-01-21,0,293,Zero
Store_001,cookies,2024-01-21,399,0,Available
Store_001,chocolates,2024-01-21,461,0,Available
Store_001,carbonated_soft_drinks,2024-01-21,475,0,Available
Store_001,bottled_water,2024-01-21,705,0,Available
Store_001,fruit_juices,2024-01-21,242,0,Available
Store_001,energy_drinks,2024-01-21,422,0,Available
Store_001,sports_drinks,2024-01-21,311,0,Available
Store_001,tea_rtd,2024-01-21,94,388,Available
Store_001,coffee_rtd,2024-01-21,144,377,Available
Store_002,potato_chips,2024-01-21,154,585,Available
Store_002,tortilla_chips,2024-01-21,0,446,Zero
Store_002,popcorn,2024-01-21,203,0,Available
Store_002,nuts_trail_mix,2024-01-21,272,0,Available
Store_002,cookies,2024-01-21,368,0,Available
Store_002,chocolates,2024-01-21,51,416,Available
Store_002,carbonated_soft_drinks,2024-01-21,784,0,Available
Store_002,bottled_water,2024-01-21,639,0,Available
Store_002,fruit_juices,2024-01-21,257,0,Available
Store_002,energy_drinks,2024-01-21,431,0,Available
Store_002,sports_drinks,2024-01-21,322,0,Available
Store_002,tea_rtd,2024-01-21,130,377,Available
Store_002,coffee_rtd,2024-01-21,158,0,Available
Store_003,potato_chips,2024-01-21,283,0,Available
Store_003,tortilla_chips,2024-01-21,7,432,Low
Store_003,popcorn,2024-01-21,193,0,Available
Store_003,nuts_trail_mix,2024-01-21,32,280,Available
Store_003,cookies,2024-01-21,331,0,Available
Store_003,chocolates,2024-01-21,50,405,Available
Store_003,carbonated_soft_drinks,2024-01-21,657,0,Available
Store_003,bottled_water,2024-01-21,671,0,Available
Store_003,fruit_juices,2024-01-21,252,0,Available
Store_003,energy_drinks,2024-01-21,417,0,Available
Store_003,sports_drinks,2024-01-21,274,0,Available
Store_003,tea_rtd,2024-01-21,94,391,Available
Store_003,coffee_rtd,2024-01-21,137,374,Available
Store_004,potato_chips,2024-01-21,132,572,Available
Store_004,tortilla_chips,2024-01-21,433,0,Available
Store_004,popcorn,2024-01-21,215,0,Available
Store_004,nuts_trail_mix,2024-01-21,306,0,Available
Store_004,cookies,2024-01-21,409,0,Available
Store_004,chocolates,2024-01-21,452,0,Available
Store_004,carbonated_soft_drinks,2024-01-21,482,0,Available
Store_004,bottled_water,2024-01-21,17,652,Available
Store_004,fruit_juices,2024-01-21,278,0,Available
Store_004,energy_drinks,2024-01-21,0,448,Zero
Store_004,sports_drinks,2024-01-21,300,0,Available
Store_004,tea_rtd,2024-01-21,81,392,Available
Store_004,coffee_rtd,2024-01-21,162,0,Available
Store_005,potato_chips,2024-01-21,204,579,Available
Store_005,tortilla_chips,2024-01-21,0,442,Zero
Store_005,popcorn,2024-01-21,186,0,Available
Store_005,nuts_trail_mix,2024-01-21,305,0,Available
Store_005,cookies,2024-01-21,374,0,Available
Store_005,chocolates,2024-01-21,39,432,Available
Store_005,carbonated_soft_drinks,2024-01-21,574,0,Available
Store_005,bottled_water,2024-01-21,36,654,Available
Store_005,fruit_juices,2024-01-21,281,0,Available
Store_005,energy_drinks,2024-01-21,419,0,Available
Store_005,sports_drinks,2024-01-21,270,0,Available
Store_005,tea_rtd,2024-01-21,95,390,Available
Store_005,coffee_rtd,2024-01-21,137,368,Available
Store_006,potato_chips,2024-01-21,257,0,Available
Store_006,tortilla_chips,2024-01-21,0,444,Zero
Store_006,popcorn,2024-01-21,195,0,Available
Store_006,nuts_trail_mix,2024-01-21,6,300,Low
Store_006,cookies,2024-01-21,443,0,Available
Store_006,chocolates,2024-01-21,475,0,Available
Store_006,carbonated_soft_drinks,2024-01-21,665,0,Available
Store_006,bottled_water,2024-01-21,46,676,Available
Store_006,fruit_juices,2024-01-21,282,0,Available
Store_006,energy_drinks,2024-01-21,422,0,Available
Store_006,sports_drinks,2024-01-21,295,0,Available
Store_006,tea_rtd,2024-01-21,91,400,Available
Store_006,coffee_rtd,2024-01-21,137,369,Available
Store_007,potato_chips,2024-01-21,719,0,Available
Store_007,tortilla_chips,2024-01-21,420,0,Available
Store_007,popcorn,2024-01-21,218,0,Available
Store_007,nuts_trail_mix,2024-01-21,2,294,Low
Store_007,cookies,2024-01-21,384,0,Available
Store_007,chocolates,2024-01-21,482,0,Available
Store_007,carbonated_soft_drinks,2024-01-21,581,0,Available
Store_007,bottled_water,2024-01-21,786,0,Available
Store_007,fruit_juices,2024-01-21,256,0,Available
Store_007,energy_drinks,2024-01-21,0,447,Zero
Store_007,sports_drinks,2024-01-21,301,0,Available
Store_007,tea_rtd,2024-01-21,113,384,Available
Store_007,coffee_rtd,2024-01-21,139,369,Available
Store_008,potato_chips,2024-01-21,139,572,Available
Store_008,tortilla_chips,2024-01-21,431,0,Available
Store_008,popcorn,2024-01-21,202,0,Available
Store_008,nuts_trail_mix,2024-01-21,0,285,Zero
Store_008,cookies,2024-01-21,385,0,Available
Store_008,chocolates,2024-01-21,64,401,Available
Store_008,carbonated_soft_drinks,2024-01-21,0,717,Zero
Store_008,bottled_water,2024-01-21,691,0,Available
Store_008,fruit_juices,2024-01-21,272,0,Available
Store_008,energy_drinks,2024-01-21,422,0,Available
Store_008,sports_drinks,2024-01-21,305,0,Available
Store_008,tea_rtd,2024-01-21,100,396,Available
Store_008,coffee_rtd,2024-01-21,148,382,Available
Store_009,potato_chips,2024-01-21,207,597,Available
Store_009,tortilla_chips,2024-01-21,7,412,Low
Store_009,popcorn,2024-01-21,215,0,Available
Store_009,nuts_trail_mix,2024-01-21,270,0,Available
Store_009,cookies,2024-01-21,403,0,Available
Store_009,chocolates,2024-01-21,70,407,Available
Store_009,carbonated_soft_drinks,2024-01-21,830,0,Available
Store_009,bottled_water,2024-01-21,134,672,Available
Store_009,fruit_juices,2024-01-21,273,0,Available
Store_009,energy_drinks,2024-01-21,441,0,Available
Store_009,sports_drinks,2024-01-21,290,0,Available
Store_009,tea_rtd,2024-01-21,94,394,Available
Store_009,coffee_rtd,2024-01-21,136,382,Available
Store_010,potato_chips,2024-01-21,215,615,Available
Store_010,tortilla_chips,2024-01-21,0,432,Zero
Store_010,popcorn,2024-01-21,184,0,Available
Store_010,nuts_trail_mix,2024-01-21,287,0,Available
Store_010,cookies,2024-01-21,373,0,Available
Store_010,chocolates,2024-01-21,459,0,Available
Store_010,carbonated_soft_drinks,2024-01-21,588,0,Available
Store_010,bottled_water,2024-01-21,150,657,Available
Store_010,fruit_juices,2024-01-21,272,0,Available
Store_010,energy_drinks,2024-01-21,395,0,Available
Store_010,sports_drinks,2024-01-21,322,0,Available
Store_010,tea_rtd,2024-01-21,86,392,Available
Store_010,coffee_rtd,2024-01-21,164,0,Available
DC_01,potato_chips,2024-01-21,99991296,0,Available
DC_01,tortilla_chips,2024-01-21,99994486,0,Available
DC_01,popcorn,2024-01-21,99996546,0,Available
DC_01,nuts_trail_mix,2024-01-21,99997729,0,Available
DC_01,cookies,2024-01-21,99992380,0,Available
DC_01,chocolates,2024-01-21,99994526,0,Available
DC_01,carbonated_soft_drinks,2024-01-21,99986704,0,Available
DC_01,bottled_water,2024-01-21,99988855,0,Available
DC_01,fruit_juices,2024-01-21,99991899,0,Available
DC_01,energy_drinks,2024-01-21,99993179,0,Available
DC_01,sports_drinks,2024-01-21,99992285,0,Available
DC_01,tea_rtd,2024-01-21,99995936,0,Available
DC_01,coffee_rtd,2024-01-21,99996229,0,Available
DC_02,potato_chips,2024-01-21,99990651,0,Available
DC_02,tortilla_chips,2024-01-21,99994484,0,Available
DC_02,popcorn,2024-01-21,99996532,0,Available
DC_02,nuts_trail_mix,2024-01-21,99998047,0,Available
DC_02,cookies,2024-01-21,99992422,0,Available
DC_02,chocolates,2024-01-21,99994855,0,Available
DC_02,carbonated_soft_drinks,2024-01-21,99986078,0,Available
DC_02,bottled_water,2024-01-21,99987926,0,Available
DC_02,fruit_juices,2024-01-21,99991983,0,Available
DC_02,energy_drinks,2024-01-21,99993188,0,Available
DC_02,sports_drinks,2024-01-21,99992278,0,Available
DC_02,tea_rtd,2024-01-21,99995927,0,Available
DC_02,coffee_rtd,2024-01-21,99996244,0,Available
Store_001,potato_chips,2024-01-28,476,0,Available
Store_001,tortilla_chips,2024-01-28,260,0,Available
Store_001,popcorn,2024-01-28,78,332,Available
Store_001,nuts_trail_mix,2024-01-28,168,0,Available
Store_001,cookies,2024-01-28,200,0,Available
Store_001,chocolates,2024-01-28,286,0,Available
Store_001,carbonated_soft_drinks,2024-01-28,171,755,Available
Store_001,bottled_water,2024-01-28,408,0,Available
Store_001,fruit_juices,2024-01-28,608,0,Available
Store_001,energy_drinks,2024-01-28,241,0,Available
Store_001,sports_drinks,2024-01-28,607,0,Available
Store_001,tea_rtd,2024-01-28,348,0,Available
Store_001,coffee_rtd,2024-01-28,377,0,Available
Store_002,potato_chips,2024-01-28,480,0,Available
Store_002,tortilla_chips,2024-01-28,285,0,Available
Store_002,popcorn,2024-01-28,408,0,Available
Store_002,nuts_trail_mix,2024-01-28,164,0,Available
Store_002,cookies,2024-01-28,195,0,Available
Store_002,chocolates,2024-01-28,310,0,Available
Store_002,carbonated_soft_drinks,2024-01-28,465,0,Available
Store_002,bottled_water,2024-01-28,388,0,Available
Store_002,fruit_juices,2024-01-28,567,0,Available
Store_002,energy_drinks,2024-01-28,252,0,Available
Store_002,sports_drinks,2024-01-28,595,0,Available
Store_002,tea_rtd,2024-01-28,339,0,Available
Store_002,coffee_rtd,2024-01-28,361,0,Available
Store_003,potato_chips,2024-01-28,634,0,Available
Store_003,tortilla_chips,2024-01-28,255,0,Available
Store_003,popcorn,2024-01-28,410,0,Available
Store_003,nuts_trail_mix,2024-01-28,188,0,Available
Store_003,cookies,2024-01-28,124,501,Available
Store_003,chocolates,2024-01-28,283,0,Available
Store_003,carbonated_soft_drinks,2024-01-28,321,0,Available
Store_003,bottled_water,2024-01-28,396,0,Available
Store_003,fruit_juices,2024-01-28,43,542,Available
Store_003,energy_drinks,2024-01-28,210,0,Available
Store_003,sports_drinks,2024-01-28,605,0,Available
Store_003,tea_rtd,2024-01-28,320,0,Available
Store_003,coffee_rtd,2024-01-28,352,0,Available
Store_004,potato_chips,2024-01-28,469,0,Available
Store_004,tortilla_chips,2024-01-28,249,0,Available
Store_004,popcorn,2024-01-28,62,340,Available
Store_004,nuts_trail_mix,2024-01-28,185,0,Available
Store_004,cookies,2024-01-28,228,0,Available
Store_004,chocolates,2024-01-28,300,0,Available
Store_004,carbonated_soft_drinks,2024-01-28,185,710,Available
Store_004,bottled_water,2024-01-28,407,0,Available
Store_004,fruit_juices,2024-01-28,586,0,Available
Store_004,energy_drinks,2024-01-28,248,0,Available
Store_004,sports_drinks,2024-01-28,105,487,Available
Store_004,tea_rtd,2024-01-28,321,0,Available
Store_004,coffee_rtd,2024-01-28,0,367,Zero
Store_005,potato_chips,2024-01-28,555,0,Available
Store_005,tortilla_chips,2024-01-28,269,0,Available
Store_005,popcorn,2024-01-28,53,349,Available
Store_005,nuts_trail_mix,2024-01-28,182,0,Available
Store_005,cookies,2024-01-28,209,0,Available
Store_005,chocolates,2024-01-28,294,0,Available
